"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time"
23.0388834539307,118.665660354265,0.120240966322887,0.783015375394971,18.1082461682465,43.952167517993,0.147605956515718,0.35068870523416,41.2673705885
2.04897569872088,10.81506579203,0.106035813434089,0.827302351842159,55.210619694662,100.500467884663,15.3551480188896,47.4676902520749,57.365631206817
6.61904146886672,31.0040479487747,0.0840382292148746,0.716985180650071,50.8747695513961,97.7023257438732,12.0165402609,34.2192375559793,57.5778492494777
22.3274584642722,114.691548724968,0.111641658796581,0.73678150290087,18.5858987861326,44.6114181784446,0.0612102874455778,0.140483100833255,41.0249989092014
23.0228443614918,117.253175011864,0.114540276822682,0.742604212175179,0,0,0,0,23.1373846383144
2.91717066579781,13.489484043579,0.0948489032149974,0.798338091090323,3.90088396780611,12.9064537088639,0.176121090375542,0.60749164318018,6.91290353681892
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
"1",2.45518778495389,12.7063589163687,0.0803200302454071,0.665707055043592,55.37274733835,116.310307083933,9.69432059784645,31.8652270539593,57.9082551535493,7031
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
"1",23.0388834539307,118.665660354265,0.120240966322887,0.783015375394971,18.1082461682465,43.952167517993,0.147605956515718,0.35068870523416,41.2673705885,7031
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
"1",2.45518778495389,12.7063589163687,0.0803200302454071,0.665707055043592,55.37274733835,116.310307083933,9.69432059784645,31.8652270539593,57.9082551535493,-2954
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
"1",23.0388834539307,118.665660354265,0.120240966322887,0.783015375394971,18.1082461682465,43.952167517993,0.147605956515718,0.35068870523416,41.2673705885,699.416666666667
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
"1",2.04897569872088,10.81506579203,0.106035813434089,0.827302351842159,55.210619694662,100.500467884663,15.3551480188896,47.4676902520749,57.365631206817,836.833333333333
"clerk_queue","long_clerk","automatic_clerk_queue","long_ac","delivery_queue","long_delivery","seating_queue","long_seat","total_waiting_time","atendidos"
